audio,work_guess,section_guess,verse_guess,part,text_id,text,chandas,syllable_count,duration_seconds,duration_check,confidence,band,review_status,review_reason,signal,audio_quality,qc_flags,action
kamadhenu_dataset/incoming_audio/dge_linked/PrahladaKrutaNarasimha/NS9.mp3,PrahladaKrutaNarasimha,PrahladaKrutaNarasimha,9,full,PrahladaKrutaNarasimha:PrahladaKrutaNarasimha:9,"त्रस्तोऽस्म्यहं कृपणवत्सल दुःसहोग्र
संसारचक्रकदनात् कृशतां प्रणीतः
बद्धः स्वकर्मभिरुशत्तम तेऽङ्गिमूलं
भीतापवर्गमरणं समियां कदा नु",वसन्ततिलका,56,18.048,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,A,"[""likely_duplicate""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.01.mp3,raghavendra_vijaya,sarga_1,1,full,raghavendra_vijaya:sarga_1:1,"श्रीमल्लक्ष्मीनृसिंहस्य श्रियं दिशतु मे नखः
स्वभक्ताभीष्टदानाय समुपात्तदशाकृतेः",अनुष्टुप्,32,17.304,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.02.mp3,raghavendra_vijaya,sarga_1,2,full,raghavendra_vijaya:sarga_1:2,"वस्तु स्तुतं सुरस्तोमैरस्तु शस्तं मया स्तुतम्
मस्तुहस्तं प्रस्तुताय श्रुतिमस्तकविश्रुतम्",अनुष्टुप्,32,17.52,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.03.mp3,raghavendra_vijaya,sarga_1,3,full,raghavendra_vijaya:sarga_1:3,"श्रीमदानन्दतीर्थेन्दुभासनं मम मानसे
आशासे साधुशब्दार्थसरिदीशाभिवृद्धये",अनुष्टुप्,32,16.944,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.04.mp3,raghavendra_vijaya,sarga_1,4,full,raghavendra_vijaya:sarga_1:4,"श्रीराघवेन्द्ररत्नानां रसनारङ्गनर्तकी
शब्दाम्बुधिशरज्ज्योत्स्ना शरणं मम शारदा",अनुष्टुप्,32,17.088,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.05.mp3,raghavendra_vijaya,sarga_1,5,full,raghavendra_vijaya:sarga_1:5,"कठिनापि कविश्लाघ्या त्रिविक्रमसरस्वती
सुवर्णयोगसन्दृश्या वरा वज्रमणिर्यथा",अनुष्टुप्,32,16.728,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.06.mp3,raghavendra_vijaya,sarga_1,6,full,raghavendra_vijaya:sarga_1:6,"वाणी पाणितलासक्तवीणारवविडम्बिनी
नानाप्रबन्धचतुरा भाति नारायणार्यगीः",अनुष्टुप्,32,17.496,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.07.mp3,raghavendra_vijaya,sarga_1,7,full,raghavendra_vijaya:sarga_1:7,"वृन्दारवनमन्दारमकरन्दसहोदरी
विश्रुता विजयं दद्याद्व्यासतीर्थार्यभारती",अनुष्टुप्,32,17.16,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.08.mp3,raghavendra_vijaya,sarga_1,8,full,raghavendra_vijaya:sarga_1:8,"व्याससूत्रपदार्थोपन्यासमाकर्ण्य मान्यपि
व्यासराजस्य भजते दासतां को न कोविदः",अनुष्टुप्,32,16.968,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.09.mp3,raghavendra_vijaya,sarga_1,9,full,raghavendra_vijaya:sarga_1:9,"चतुःषष्टिकलाविद्याजुषे विद्वन्महोजुषे
जयीन्द्रज्योतिषे कुर्या वन्दनानि यशोमुषे",अनुष्टुप्,32,16.728,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.10.mp3,raghavendra_vijaya,sarga_1,10,full,raghavendra_vijaya:sarga_1:10,"सुधीन्द्रयोगिनं सेवे साधुसत्कृतसंपदम्
स गद्यपद्यनिर्माणविद्यायाः प्रथमं पदम्",अनुष्टुप्,32,17.52,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.11.mp3,raghavendra_vijaya,sarga_1,11,full,raghavendra_vijaya:sarga_1:11,"श्रीमतो राघवेन्द्रस्य नमामि पदपङ्कजे
कामिताशेषकल्याणकलनाकल्पपादपौ",अनुष्टुप्,32,17.472,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.12.mp3,raghavendra_vijaya,sarga_1,12,full,raghavendra_vijaya:sarga_1:12,"मुहुः स्मारितवाल्मीकिं पुनस्तं नौमि दैशिकम्
यो विस्तीर्णां रामकथां स्रग्धराभिः समग्रहीत्",अनुष्टुप्,32,17.208,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.13.mp3,raghavendra_vijaya,sarga_1,13,full,raghavendra_vijaya:sarga_1:13,"मूकोऽपि यत्प्रसादेन मुकुन्दशयनायते
राजराजायते रिक्तो राघवेन्द्रं तमाश्रये",अनुष्टुप्,32,17.328,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,"[""hot_peaks""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.14.mp3,raghavendra_vijaya,sarga_1,14,full,raghavendra_vijaya:sarga_1:14,"प्रसाद्य नरपञ्चास्यं प्राप्तं वैदुष्यमद्भुतम्
येन लक्ष्मीनृसिंहेन तातपादं तमाश्रये",अनुष्टुप्,32,17.184,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.15.mp3,raghavendra_vijaya,sarga_1,15,full,raghavendra_vijaya:sarga_1:15,"प्राप्तान्यनुतिपापौघरसनां पावयाम्यहम्
गुर्वन्तर्यामिभगवत्स्तुतिगङ्गाम्बुमज्जनात्",अनुष्टुप्,32,17.184,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.16.mp3,raghavendra_vijaya,sarga_1,16,full,raghavendra_vijaya:sarga_1:16,"कलये कवनं किञ्चित्कवीनां सहवासतः
पाटीरगिरिसान्निध्यान्निम्बद्रुरिव सौरभम्",अनुष्टुप्,32,17.376,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.17.mp3,raghavendra_vijaya,sarga_1,17,full,raghavendra_vijaya:sarga_1:17,"दृष्टं गुरुप्रसदनमदृष्टं च फलं कृतेः
यथा स्विष्टकृतो ब्रह्मसूत्राद्यप्रणवस्य च",अनुष्टुप्,32,16.8,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,"[""hot_peaks""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.18.mp3,raghavendra_vijaya,sarga_1,18,full,raghavendra_vijaya:sarga_1:18,"श्रेयांसि श्रयते को वा प्रसादेन विना गुरोः
कैवल्यमिव गोविन्दकारुण्येन विना जनः",अनुष्टुप्,32,17.04,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.19.mp3,raghavendra_vijaya,sarga_1,19,full,raghavendra_vijaya:sarga_1:19,"कविताफलमन्यत्किं गुरूणां गुणवर्णनात्
अपवर्गं विनान्यत्किं ब्रह्मजिज्ञासने फलम्",अनुष्टुप्,32,17.04,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.20.mp3,raghavendra_vijaya,sarga_1,20,full,raghavendra_vijaya:sarga_1:20,"गुरुपादरजस्सङ्गाद्विमलं कवनं मम
कलुषं वारि कतकरजसा किं न निर्मलम्",अनुष्टुप्,32,16.728,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.21.mp3,raghavendra_vijaya,sarga_1,21,full,raghavendra_vijaya:sarga_1:21,"रमणीयापि कविता न हृद्या यद्यसत्परा
निसर्गमधुरा दुष्टजिह्वासक्तेव शर्करा",अनुष्टुप्,32,16.488,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.22.mp3,raghavendra_vijaya,sarga_1,22,full,raghavendra_vijaya:sarga_1:22,"अभव्यमपि मे काव्यं सेव्यं गुरुगुणाश्रयम्
घनाघनगतं वारि यथा लवणवारिधेः",अनुष्टुप्,32,17.016,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.23.mp3,raghavendra_vijaya,sarga_1,23,full,raghavendra_vijaya:sarga_1:23,"अदोषाप्यगुणेत्युक्तिस्त्यक्तुं युक्ता न मे बुधैः
पतिव्रतागुणेत्येव पत्या किं त्यजते प्रिया",अनुष्टुप्,32,16.608,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.24.mp3,raghavendra_vijaya,sarga_1,24,full,raghavendra_vijaya:sarga_1:24,"अदोषं गुणवद्धृश्यं सर्वैः सर्वार्थदायकम्
परं ब्रह्मेव यत्काव्यं श्रुत्युक्तं तत्तु दुर्लभम्",अनुष्टुप्,32,16.968,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.25.mp3,raghavendra_vijaya,sarga_1,25,full,raghavendra_vijaya:sarga_1:25,"काव्ये गवेषते कश्चिद्दोषमेव गुणं परः
पिचुमन्दं यथा काकः पिकश्चूतलतां यथा",अनुष्टुप्,32,17.016,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,"[""hot_peaks""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.26.mp3,raghavendra_vijaya,sarga_1,26,full,raghavendra_vijaya:sarga_1:26,"अस्मद्गुरूणामाधिक्यं कविः को वाऽनुवर्णयेत्
तथापि तत्प्रसादेन भक्त्या किंचिद्वदाम्यहम्",अनुष्टुप्,32,16.896,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.27.mp3,raghavendra_vijaya,sarga_1,27,full,raghavendra_vijaya:sarga_1:27,"देवानामिब देवेन्द्रो यो दत्त इव योगिनाम्
दुग्धाब्धिरिव सिन्धूनां गुरूणामिव पूर्णधीः",अनुष्टुप्,32,17.208,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.28.mp3,raghavendra_vijaya,sarga_1,28,full,raghavendra_vijaya:sarga_1:28,"तिग्मांशुरिव तेजस्वी शीतांशुरिव शीतलः
यः सिन्धुरिव गम्भीरो धराधर इव स्थिरः",अनुष्टुप्,32,16.344,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.29.mp3,raghavendra_vijaya,sarga_1,29,full,raghavendra_vijaya:sarga_1:29,"शारदाया दयामेव शास्त्राणां परिशीलने
विविधग्रन्थकरणे यः सहायं समाश्रितः",अनुष्टुप्,32,16.272,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.30.mp3,raghavendra_vijaya,sarga_1,30,full,raghavendra_vijaya:sarga_1:30,"वेदव्रजावनोद्युक्तं विद्यादेवी विलोक्य यम्
व्यस्मरद्गहुरूपेण तपस्यन्तं समीरणम्",अनुष्टुप्,32,17.112,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.31.mp3,raghavendra_vijaya,sarga_1,31,full,raghavendra_vijaya:sarga_1:31,"कलिकालकलालूनमूलजालकला लता
यद्वागमृतसेकेन पुनस्सञ्जातपल्लवा",अनुष्टुप्,32,16.656,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.32.mp3,raghavendra_vijaya,sarga_1,32,full,raghavendra_vijaya:sarga_1:32,"ललाटरेखादम्भेन बिरुदाक्षरशालिनः
जयस्तम्भायिता यस्य प्रतिधीराः पराजिताः",अनुष्टुप्,32,17.232,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.33.mp3,raghavendra_vijaya,sarga_1,33,full,raghavendra_vijaya:sarga_1:33,"श्रोतॄणां श्रवणान्यासन् यद्वागमृतसेवया
नित्यापि तदयोग्यत्वान्न तथाहीन्द्रियान्तरम्",अनुष्टुप्,32,16.848,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,"[""hot_peaks""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.34.mp3,raghavendra_vijaya,sarga_1,34,full,raghavendra_vijaya:sarga_1:34,"प्रतीपविद्वत्पाथोधिमथनोत्सवचुञ्चुना
वादमन्दरशैलेन येनावापि यशोमृतम्",अनुष्टुप्,32,17.232,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.35.mp3,raghavendra_vijaya,sarga_1,35,full,raghavendra_vijaya:sarga_1:35,"हिरण्यगर्भमूर्तिस्थपुरुषस्येव यद्यशः
ततो बहिः प्रस्त्रमरं राजते रौप्यसंपुटम्",अनुष्टुप्,32,17.376,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.36.mp3,raghavendra_vijaya,sarga_1,36,full,raghavendra_vijaya:sarga_1:36,"गुरुराद्यः स्वसिद्धान्तप्रतिष्ठापनपण्डितम्
श्रुत्वा यं व्यासनिकटे निश्चिन्त इव वर्तते",अनुष्टुप्,32,17.112,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.37.mp3,raghavendra_vijaya,sarga_1,37,full,raghavendra_vijaya:sarga_1:37,"गोपायति दृढं यस्मिन्नवनीदेवताकुलम्
शयानः शेषशय्यायां निद्रातीव हरिश्चिरम्",अनुष्टुप्,32,16.752,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,B,"[""hot_peaks""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.38.mp3,raghavendra_vijaya,sarga_1,38,full,raghavendra_vijaya:sarga_1:38,"पदेपदे प्रपन्नानां संपदः स्मृतिसंभवाः
परीभावप्रदे यस्मिन् शैले शेते नु शंकरः",अनुष्टुप्,32,16.848,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.39.mp3,raghavendra_vijaya,sarga_1,39,full,raghavendra_vijaya:sarga_1:39,"व्याख्यां प्रख्याप्य विख्यातो संख्यावत्सु यदीरिताम्
सुरलोके सुरगुरुः पाताले फणिनां पतिः",अनुष्टुप्,32,17.304,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.40.mp3,raghavendra_vijaya,sarga_1,40,full,raghavendra_vijaya:sarga_1:40,"चित्ते चेन्मृदुता शिरीषसदृशे हैयंगवीनं शिला- गाम्भीर्यं यदि यस्य सोन्धुरुदधीः शास्त्रेषु चेत्पाण्डिती
आचार्यो विबुधेशितुः कलयते विद्यार्थितामादरा- दौदार्यं यदि कल्पपादपमुखाः संभावयन्तेऽर्थिताम्",शार्दूलविक्रीडित,76,46.872,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.41.mp3,raghavendra_vijaya,sarga_1,41,full,raghavendra_vijaya:sarga_1:41,"तस्मान्महामहिम्नेऽस्मै मनः स्पृहयते मम
तद्गौरवेण मत्काव्यमङ्गीकुर्वन्तु सज्जनाः",अनुष्टुप्,32,18.696,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping"", ""noisy_low_snr""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv01.42.mp3,raghavendra_vijaya,sarga_1,42,full,raghavendra_vijaya:sarga_1:42,"श्रीमत्कश्यपवंशवार्धिशशिनः षड्दर्शनीवल्लभ- श्रीलक्ष्मीनरसिंहवित्तविदुषः श्रीवेङ्कटाम्बामणौ
जातेनार्यदयासुधामयगिरा नारायणेनोदिते काव्ये चारुणि राघवेन्द्रविजये सर्गो जयत्यादिमः",शार्दूलविक्रीडित,76,39.624,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv02.01.mp3,raghavendra_vijaya,sarga_2,1,full,raghavendra_vijaya:sarga_2:1,"रामावतारस्य हरेरधत्त सेवां हनुमद्रूपुपा समीरः
भीमात्मना यादवभूषणस्य मध्वात्मना व्यासमुनित्वभाजः",अज्ञातम्,44,18.216,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv02.02.mp3,raghavendra_vijaya,sarga_2,2,full,raghavendra_vijaya:sarga_2:2,"आभाष्य भाष्यं निगमान्तसूत्रव्याख्यात्मकं पूर्णमतिर्गुरुर्नः
संपादयध्वं मतसंप्रदायसमृद्धिमित्यादिदिशेयमीश्वरान्",अज्ञातम्,45,18.192,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv02.03.mp3,raghavendra_vijaya,sarga_2,3,full,raghavendra_vijaya:sarga_2:3,"भाष्यामृतोत्पादकरोऽनुभाष्यश्रीमान्स भाष्यान्तरकल्पशाखी
व्यासं गुरुं संश्रयते बदर्यामानन्दतीर्थाभिधदुग्धसिन्धुः",इन्द्रवज्रा,44,18.48,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping"", ""broadband_noise_floor""]",none (spot-check optional)
kamadhenu_dataset/incoming_audio/dge_linked/raghavendra_vijaya/rv02.04.mp3,raghavendra_vijaya,sarga_2,4,full,raghavendra_vijaya:sarga_2:4,"सिद्धान्तसंरोहविधौ नियुक्तेष्वेतेष्वनेक्रवतिषु प्रधानः
प्रेमास्पदं स्वीयगुरोः स पद्मनाभार्यवर्योऽकृत दर्शनर्द्धिम्",अज्ञातम्,44,18.552,plausible,1.0,1.00 exact,auto_accepted,,dge_linked,D,"[""clipping""]",none (spot-check optional)
